filepath,label
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0504__1__5248216c9c__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0404__1__12340af497__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0466__1__7f5762d203__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0355__1__bfa8e67ab4__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0382__3__1160bd6125__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0498__2__fffc60205d__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0354__1__59905140d1__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0487__2__a3d94213e6__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/159__[flu][nod][cou_fol]0412__2__cd2a4b7b11__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0400__2__458cb0cf46__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0351__2__c3b504ee09__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0455__3__d8f54ffc63__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0428__3__bc8d4fc3af__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0500__2__0bd905dad0__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0367__3__d2a0251c20__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0483__1__5275db33e2__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0470__2__f780dc5712__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0447__3__280015704e__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0512__2__24429a8c7c__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0459__3__cac9a3518f__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0491__1__6e0f842965__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0459__2__15dabfe954__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/093__[flu][dru][pop_roc]0420__1__d022bd5c32__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0395__1__fdbc2a2d15__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/139__[flu][nod][cou_fol]0411__1__94d4efd3a1__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0447__2__695c1d962b__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0374__2__4870970fa7__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0394__1__1548101291__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0470__3__fc8240caef__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0398__1__522744875b__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0387__1__94f58aa46d__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0367__2__d2cb57da04__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0500__3__8076ddde89__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0428__2__05bbb9f027__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0455__2__9ac72ab9a0__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/150__[flu][dru][cou_fol]0417__1__6c3148355c__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0386__1__657992b56f__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0351__3__e12cf3ec50__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0400__3__9d51b80c54__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0400__1__c409f87e2e__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0351__1__81aea9aa17__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0386__3__83fcb5fcb8__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/150__[flu][dru][cou_fol]0417__3__dd7d7799db__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0500__1__50be0e48b8__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0387__3__ebc7282d33__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0398__3__379cce59af__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0483__2__621edfc66b__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0470__1__b7c59d799f__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0394__3__d346af2472__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0512__1__43834ec9bb__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/139__[flu][nod][cou_fol]0411__3__55e7852d14__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/093__[flu][dru][pop_roc]0420__3__1d2388f183__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0395__3__40ee1362fc__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0491__2__5ce5cdc1a5__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0459__1__5fdf2de85c__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0491__3__b214dff4bd__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0395__2__abbc85100b__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/093__[flu][dru][pop_roc]0420__2__17a24bc6c4__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/139__[flu][nod][cou_fol]0411__2__b5943e4341__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0447__1__b511c8f643__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0394__2__e62d60ee02__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0374__1__7dcce2050e__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0398__2__2632e84f19__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0483__3__938302544f__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0367__1__2198f9e0f7__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0387__2__54882bf720__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0428__1__328a779db8__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/150__[flu][dru][cou_fol]0417__2__69af525d51__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0455__1__e4252b20b6__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0386__2__74e5fb5496__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0396__3__ba6b66c4c3__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0472__1__ba2299628e__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/058__[flu][nod][jaz_blu]0775__1__cccf6ea9ca__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0461__1__fc587618a6__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0481__2__5dfd4f7bf6__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0402__1__ee1c65d7f6__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0353__1__9798608f93__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0502__1__f280bcd796__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0457__1__a4b271fd5d__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0364__1__61cb7dcb8f__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0434__1__1f29936ddb__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0481__3__cc8b09b757__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0445__1__0e43221d64__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0438__1__524b3a6ad0__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0369__1__339794115d__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0396__2__0a40497e36__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0426__1__9f82bf35c5__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0377__1__bcbd27fa89__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0377__3__13e026302f__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0426__3__0b148d575d__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0472__2__08fa9b9a3e__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0492__1__e8dbc7da86__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0369__3__5a23ac5dd1__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0438__3__6cea2b7c9e__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0445__3__c00c014e06__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/058__[flu][nod][jaz_blu]0775__2__06bdd660af__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0461__2__263e6d47de__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0481__1__8e1bd8866c__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0434__3__08c53cd00d__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0402__2__850347a6dc__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0353__2__d4a3c1527e__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0502__2__ff24902c94__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0457__3__263672129c__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0457__2__ec603528cb__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0502__3__a8a2c4fc81__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0353__3__6eeaaef18d__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0402__3__c5319685ee__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0364__2__f4e069318d__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0434__2__fa760ce1f9__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0461__3__489e4aae6d__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/058__[flu][nod][jaz_blu]0775__3__b016e15c62__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0445__2__529442ac71__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0438__2__921a795a61__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0369__2__8b436cf864__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0472__3__110d84aee9__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0396__1__68c1fc6ec2__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0426__2__a6992ebdad__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0377__2__ceaeb5f8ff__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0465__2__f867f74ff3__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0452__3__2f68b3d8f0__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0348__2__88bbc6d886__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/030__[flu][nod][cla]0373__3__1741425533__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0406__2__46a0d0617a__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0484__1__944f36fa7e__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/057__[flu][dru][cou_fol]0407__2__dd2a4aac93__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0431__3__c6039e15f4__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0440__3__fc102e11e7__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0477__2__9da0805705__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0488__1__252abf7503__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0423__3__b5a83f9968__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0469__2__afee21b2aa__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/033__[flu][dru][cou_fol]0415__2__5f2aa31ed0__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0496__1__9779fa56ec__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0392__1__0e0cd8d13a__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/033__[flu][dru][cou_fol]0415__3__094a070c58__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0423__2__e77a911a2c__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0469__3__4db41934cc__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0477__3__36f27917d9__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0440__2__9a2018278f__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0393__1__90b1d27982__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/057__[flu][dru][cou_fol]0407__3__b3aad95a99__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0431__2__4f3e4720bd__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0406__3__64bc0abdfc__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/030__[flu][nod][cla]0373__2__48421b12bd__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0348__3__286900efd5__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0381__1__194d61d29e__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0452__2__87e08fcfc9__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0465__3__3dca0f71e8__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][pop_roc]0465__1__c20190824d__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][jaz_blu]0381__3__458c2c3f84__sr44100_dur3.0_m128_w30_h10.npy,flu
/Users/hughsignoriello/Developer/ML-based-analysis-of-sound/.cache/mels_irmas/flu/[flu][cla]0348__1__927e835fe5__sr44100_dur3.0_m128_w30_h10.npy,flu
